Title,Year,Worldwide_Box_Office,WBO_Adjusted_for_Inflation
Ayyappanum Koshiyum,2020,5088713.0,5343734.9
Baba Parasi,2020,5084342.0,5339144.85
Die Känguru-Chroniken,2020,5081127.0,5335768.73
The Real Exorcist,2020,5035830.0,5288201.66
Mayday,2020,5011408.0,5262555.75
Bheeshma,2020,4997080.0,5247509.7
Made in Abyss: Dawn of the Deep Soul,2020,4971635.0,5220789.51
Godai - The Wunderkind,2020,4948225.0,5196206.32
Military Wives,2020,4890505.0,5135593.67
Panga,2020,4886124.0,5130993.11
The Tales for Old and Young,2020,4853143.0,5096359.26
Streltsov,2020,4850073.0,5093135.41
Persian Lessons,2020,4849240.0,5092260.66
The SpongeBob Movie: Sponge on the Run,2020,4810790.0,5051883.73
Spider-Man: No Way Home,2021,1912233593.0,2194729435.46
The Battle at Lake Changjin,2021,902548476.0,1035882705.16
"Hi, Mom",2021,822009764.0,943445942.95
No Time to Die,2021,774153007.0,888519267.85
F9: The Fast Saga,2021,726229501.0,833515982.87
Detective Chinatown 3,2021,686257563.0,787638957.57
Venom: Let There Be Carnage,2021,506863592.0,581742967.59
Godzilla vs. Kong,2021,470116094.0,539566731.47
Shang-Chi and the Legend of the Ten Rings,2021,432243292.0,496098949.26
Sing 2,2021,408402685.0,468736349.77
Eternals,2021,402064899.0,461462277.43
Dune: Part One,2021,402027830.0,461419732.19
Black Widow,2021,379751655.0,435852679.53
Free Guy,2021,331526598.0,380503295.17
A Quiet Place Part II,2021,297372261.0,341303309.85
Encanto,2021,256786742.0,294722058.73
Cruella,2021,233503234.0,267998858.93
"My Country, My Parents",2021,221831086.0,254602374.9
Jungle Cruise,2021,220889446.0,253521625.65
The Conjuring: The Devil Made Me Do It,2021,206431050.0,236927278.91
Raging Fire,2021,205842393.0,236251659.13
Ghostbusters: Afterlife,2021,204334455.0,234520952.2
Chinese Doctors,2021,197143218.0,226267347.84
Cliff Walkers,2021,181325565.0,208112939.95
The Suicide Squad,2021,168717425.0,193642189.05
Jujutsu Kaisen 0,2021,166760828.0,191396542.36
Space Jam: A New Legacy,2021,163692228.0,187874615.56
The Matrix Resurrections,2021,157386805.0,180637687.23
Peter Rabbit 2: The Runaway,2021,153901717.0,176637744.31
House of Gucci,2021,153269161.0,175911740.3
A Writer's Odyssey,2021,150123320.0,172301161.62
The Boss Baby 2: Family Business,2021,146745280.0,168424080.99
PAW Patrol: The Movie,2021,144327371.0,165648972.3
Tom & Jerry,2021,136536687.0,156707364.14
Be Somebody,2021,132326332.0,151875009.93
Halloween Kills,2021,131647155.0,151095497.55
Raya and the Last Dragon,2021,130423032.0,149690533.86
Sister,2021,128317206.0,147273612.45
The King's Man,2021,125897478.0,144496416.04
The Addams Family 2,2021,119815153.0,137515544.16
My Love,2021,116720921.0,133964198.72
Clifford the Big Red Dog,2021,107347356.0,123205869.25
Wrath of Man,2021,103966489.0,119325543.98
Detective Conan: The Scarlet Bullet,2021,95371578.0,109460899.71
Evangelion: 3.0+1.01 Thrice Upon a Time,2021,93882453.0,107751785.05
End Game,2021,91824961.0,105390338.06
Old,2021,90146510.0,103463928.11
Mortal Kombat,2021,84426031.0,96898358.04
Boonie Bears: The Wild Life,2021,78132231.0,89674769.79
Candyman,2021,77411570.0,88847644.95
The Forever Purge,2021,76994245.0,88368668.18
West Side Story,2021,76016171.0,87246102.5
1921,2021,75159828.0,86263251.25
Hitman's Wife's Bodyguard,2021,70060492.0,80410586.14
Escape Room: Tournament of Champions,2021,65774490.0,75491409.54
Belle,2021,64666502.0,74219737.56
Ron's Gone Wrong,2021,60692022.0,69658104.36
Cloudy Mountain,2021,58348836.0,66968757.56
Avatar 2021 Re-release,2021,57995770.0,66563532.83
Nobody,2021,57510518.0,66006594.16
New Gods: Nezha Reborn,2021,56088478.0,64374475.02
Upcoming,2021,54300000.0,62321783.69
Don't Breathe 2,2021,53785551.0,61731334.71
Man in Love,2021,52946097.0,60767867.48
Break Through the Darkness,2021,52700000.0,60485414.37
Schemes in Antiques,2021,51637422.0,59265860.85
Luca,2021,51074773.0,58620091.25
Belfast,2021,49158709.0,56420965.54
My Hero Academia: World Heroes' Mission,2021,46940541.0,53875105.75
The French Dispatch,2021,46333545.0,53178437.74
In the Heights,2021,45175167.0,51848931.6
Love Will Tear Us Apart,2021,45060290.0,51717083.73
Spirit Untamed,2021,42717215.0,49027864.33
Resident Evil: Welcome to Raccoon City,2021,41914915.0,48107039.89
Spiral,2021,40618920.0,46619586.48
Snake Eyes,2021,40064325.0,45983060.71
Tokyo Revengers,2021,39714624.0,45581698.09
Nightmare Alley,2021,39629195.0,45483648.59
Nomadland,2021,39458207.0,45287400.39
King Richard,2021,39429285.0,45254205.72
Arashi Anniversary Tour 5 x 20 Film: Record of Memories,2021,38052695.0,43674250.95
The Yinyang Master,2021,37690000.0,43257974.72
Rurouni Kenshin: Final Chapter Part I - The Final,2021,36964978.0,42425844.62
The Door Lock,2021,36100000.0,41433082.71
We Made a Beautiful Bouquet,2021,34975905.0,40142924.23
Malignant,2021,34891791.0,40046384.0
Licorice Pizza,2021,33274040.0,38189641.31
Respect,2021,32882823.0,37740629.5
Big Red Envelope,2021,32800000.0,37645570.99
Masquerade Night,2021,32287400.0,37057244.17
Once Upon a Time in Hong Kong,2021,32218874.0,36978594.77
Home Sweet Home,2021,32178677.0,36932459.44
The Little Things,2021,30842746.0,35399170.25
The Unholy,2021,30832137.0,35386993.97
The Last Duel,2021,30552111.0,35065599.5
Escape from Mogadishu,2021,29902716.0,34320268.84
Master,2021,28692230.0,32930956.75
The Last Warrior: Root of Evil,2021,28357398.0,32546659.74
The Last Warrior: A Messenger of Darkness,2021,27052365.0,31048833.15
American Underdog,2021,26514814.0,30431869.29
Chaos Walking,2021,26508132.0,30424200.16
The Courier,2021,26001227.0,29842409.66
Spencer,2021,25246967.0,28976722.21
Parallel Mothers,2021,23099858.0,26512419.03
The Marksman,2021,23076711.0,26485852.51
99.9 Criminal Lawyer: The Movie,2021,23055069.0,26461013.32
Last Night in Soho,2021,22957625.0,26349173.84
The Day We Lit Up the Sky,2021,22500000.0,25823943.52
School of Magical Animals,2021,21984454.0,25232235.48
Kaamelott: First Installment,2021,21979122.0,25226115.78
After We Fell,2021,21753705.0,24967397.74
Rurouni Kenshin: Final Chapter Part II - The Beginning,2021,21318560.0,24467968.41
Wish Dragon,2021,21120000.0,24240074.98
Crayon Shin-chan: Shrouded in Mystery! The Flowers of Tenkazu Academy,2021,20752104.0,23817829.4
Stillwater,2021,19754272.0,22672586.86
The Wolf and the Lion,2021,19510578.0,22392891.75
Les Tuche 4,2021,19259766.0,22105027.08
Dear Evan Hansen,2021,19133454.0,21960054.91
Those Who Wish Me Dead,2021,19107200.0,21929922.38
The Pioneer,2021,18900000.0,21692112.55
The Green Knight,2021,18887953.0,21678285.84
Antlers,2021,18867659.0,21654993.79
Sinkhole,2021,18816801.0,21596622.5
Mobile Suit Gundam: Hathaway,2021,18731309.0,21498500.69
The Stronghold,2021,18066143.0,20735069.17
"Dad, I'm Sorry",2021,17480489.0,20062896.03
Gintama: The Final,2021,17252960.0,19801753.98
Railway Heroes,2021,17223704.0,19768175.97
Your Turn to Kill,2021,16511822.0,18951127.05
Cry Macho,2021,16510734.0,18949878.32
Reminiscence,2021,16400193.0,18823007.01
Legend No. 17,2021,16096860.0,18474862.38
Upon the Magic Roads,2021,15990882.0,18353228.16
Harry Potter and the Sorcerer's Stone 2021 Re-release,2021,15591681.0,17895052.87
The Dry,2021,15576286.0,17877383.55
The Night House,2021,15437703.0,17718327.57
Drive My Car,2021,15364572.0,17634392.87
Minari,2021,15288578.0,17547172.21
Something About Love,2021,15204017.0,17450118.94
Anita,2021,15017470.0,17236013.2
The Tomorrow War,2021,14400000.0,16527323.85
And So the Baton Is Passed,2021,14368469.0,16491134.75
Sword Art Online: Progressive - Aria of a Starless Night,2021,14032747.0,16105816.26
Christmas with the Chosen: The Messengers,2021,13728000.0,15756048.74
Eiffel,2021,13649605.0,15666072.38
OSS 117: From Africa with Love,2021,13457801.0,15445933.02
Hostage: Missing Celebrity,2021,13174292.0,15120541.0
Vakeel Saab,2021,13056490.0,14985336.01
The Many Saints of Newark,2021,13037403.0,14963429.27
The Monkey King: Reborn,2021,13017088.0,14940113.12
No Escapes,2021,12916151.0,14824264.62
The Bodin's in the Land of Smile,2021,12872253.0,14773881.53
The Worst Person in the World,2021,12687507.0,14561842.85
Character,2021,12628017.0,14493564.34
On the Line,2021,12522284.0,14372211.32
On Your Mark,2021,12100000.0,13887542.96
Stand by Me,2021,11900000.0,13657996.79
The Fable: The Killer Who Doesn't Kill,2021,11325545.0,12998677.08
What Did You Eat Yesterday?,2021,11320893.0,12993337.84
Aline,2021,11149943.0,12797133.26
Krack,2021,10442916.0,11985656.58
The Last Warrior,2021,10363914.0,11894983.54
Kaiserschmarrndrama,2021,10357720.0,11887874.5
"Caution, Hazardous Wife: The Movie",2021,10356359.0,11886312.44
Detective Conan: The Scarlet Alibi,2021,10308627.0,11831528.95
Never Stop,2021,10224935.0,11735473.06
Ainbo,2021,10172403.0,11675180.47
Eiga Sumikkogurashi: Aoi tsukiyo no mahô no ko,2021,9742510.0,11181779.02
Black Box,2021,9738741.0,11177453.22
The Soul,2021,9600000.0,11018215.9
¡A todo tren! Destino Asturias,2021,9544171.0,10954139.24
Baragaki: Unbroken Samurai,2021,9481437.0,10882137.49
Dad,2021,9267397.0,10636477.19
The Lord of the Rings: The Fellowship of the Ring 2021 Re-release,2021,8990599.0,10318787.59
All About My Mother,2021,8900000.0,10214804.32
Moonbound,2021,8864089.0,10173588.16
The Eleventh Chapter,2021,8844997.0,10151675.69
The Medium,2021,8826689.0,10130663.03
The Vault,2021,8803864.0,10104466.07
Kaguya-sama: Love Is War,2021,8794981.0,10094270.78
The Protégé,2021,8737253.0,10028014.58
Lost Illusions,2021,8635184.0,9910866.84
Agent Backkom: King's Bear,2021,8578734.0,9846077.43
Pil's Adventures,2021,8567345.0,9833005.93
Honey Lemon Soda,2021,8441488.0,9688555.97
Delicious,2021,8371523.0,9608254.98
I Don't Have Any Money Left in My Retirement Account,2021,8204616.0,9416690.67
Girls to Buy,2021,8177284.0,9385320.9
Green Snake,2021,8170000.0,9376960.82
New Happy Dad and Son 4,2021,8070000.0,9262187.74
Sunny Sisters,2021,7880000.0,9044118.89
Contra,2021,7762797.0,8909601.39
Hard Hit,2021,7658021.0,8789346.74
Little Canned Men,2021,7600000.0,8722754.25
Pushpa: The Rise - Part 1,2021,7592374.0,8714001.66
The Mauritanian,2021,7527030.0,8639004.34
The Ice Road,2021,7502846.0,8611247.61
Judas and the Black Messiah,2021,7478009.0,8582741.42
Love Letter 2021 Re-release,2021,7400000.0,8493208.09
Signal: The Movie,2021,7388603.0,8480127.4
Avatar: The Way of Water,2022,2320250281.0,2706339927.76
Top Gun: Maverick,2022,1495696292.0,1744580154.99
Jurassic World Dominion,2022,1001978080.0,1168707232.51
Doctor Strange in the Multiverse of Madness,2022,955775804.0,1114816897.79
Minions: The Rise of Gru,2022,940203765.0,1096653671.5
Black Panther: Wakanda Forever,2022,859208836.0,1002181186.31
The Batman,2022,772245583.0,900747248.01
Thor: Love and Thunder,2022,760928081.0,887546513.68
Water Gate Bridge,2022,626571697.0,730833227.38
Puss in Boots: The Last Wish,2022,481719114.0,561877174.57
Moon Man,2022,460237662.0,536821208.96
Fantastic Beasts: The Secrets of Dumbledore,2022,407150844.0,474900744.44
Uncharted,2022,407141258.0,474889563.33
Sonic the Hedgehog 2,2022,405421518.0,472883658.6
Black Adam,2022,393452111.0,458922542.27
Elvis,2022,287740048.0,335619991.99
The Bad Guys,2022,250387888.0,292052432.56
Bullet Train,2022,239268602.0,279082897.37
Lightyear,2022,226425420.0,264102609.89
Smile,2022,217408513.0,253585289.56
Too Cool to Kill,2022,217254604.0,253405770.11
Nice View,2022,211019042.0,246132610.59
DC League of Super-Pets,2022,207557117.0,242094621.27
The Lost City,2022,192907684.0,225007522.62
M3GAN,2022,180089109.0,210055936.74
One Piece Film: Red,2022,171319579.0,199827156.95
Nope,2022,171235592.0,199729194.51
Ticket to Paradise,2022,168767896.0,196850873.89
Morbius,2022,167460961.0,195326464.91
RRR,2022,165955146.0,193570082.29
The Black Phone,2022,161440742.0,188304481.47
The First Slam Dunk,2022,152918859.0,178364557.14
Where the Crawdads Sing,2022,144353965.0,168374464.78
Everything Everywhere All at Once,2022,139405704.0,162602813.15
Scream,2022,137743924.0,160664512.95
Death on the Nile,2022,137307235.0,160155158.9
Suzume,2022,132181655.0,154176682.39
A Man Called Otto,2022,113190218.0,132025070.28
"Lyle, Lyle, Crocodile",2022,110999085.0,129469332.74
Halloween Ends,2022,104374176.0,121742038.89
The Roundup,2022,101166707.0,118000847.04
The Woman King,2022,97562514.0,113796916.33
Downton Abbey: A New Era,2022,92651384.0,108068574.3
K.G.F: Chapter 2,2022,89123940.0,103954163.62
Don't Worry Darling,2022,87609403.0,102187607.66
Dragon Ball Super: Super Hero,2022,86562140.0,100966080.1
Dog,2022,84485461.0,98543841.71
Jackass Forever,2022,80563999.0,93969848.43
The Menu,2022,79628200.0,92878332.48
Chebi: My Fluffy Friend,2022,77609926.0,90524217.69
Avatar 2022  Re-release,2022,76012917.0,88661466.39
Violent Night,2022,76004405.0,88651537.99
Strange World,2022,73621640.0,85872280.9
Detective Conan: The Bride of Halloween,2022,72699093.0,84796222.08
The Northman,2022,69633110.0,81220059.5
Moonfall,2022,67319703.0,78521701.58
Babylon,2022,63562440.0,74139230.02
Whitney Houston: I Wanna Dance with Somebody,2022,59806881.0,69758746.0
Beast,2022,59095809.0,68929351.62
The Whale,2022,57615635.0,67202876.66
Hansan: Rising Dragon,2022,57490985.0,67057484.9
Confidential Assignment 2: International,2022,54486330.0,63552855.31
Ambulance,2022,52303589.0,61006906.21
Marry Me,2022,50477680.0,58877165.95
Brahmastra Part One: Shiva,2022,50164785.0,58512205.22
The Banshees of Inisherin,2022,49262687.0,57459998.12
The Fabelmans,2022,45646884.0,53242525.5
Barbarian,2022,45352337.0,52898965.88
Prey for the Devil,2022,44658929.0,52090174.79
Paws of Fury: The Legend of Hank,2022,42431358.0,49491935.97
The Invitation,2022,38036130.0,44365342.03
Orphan: First Kill,2022,37083743.0,43254477.84
Matilda: The Musical,2022,35617120.0,41543808.77
Kingdom II: Harukanaru Daichi e,2022,34963395.0,40781303.93
The Bob's Burgers Movie,2022,34148750.0,39831102.0
Skyfall 2021 Re-release,2022,33943406.0,39591588.76
Hunt,2022,33821338.0,39449208.64
Tad the Lost Explorer and the Emerald Tablet,2022,32849430.0,38315575.15
BTS Permission to Dance on Stage - Seoul: Live Viewing,2022,32600000.0,38024640.0
Shin Ultraman,2022,32137136.0,37484755.43
Amsterdam,2022,31245810.0,36445112.78
Mrs. Harris Goes to Paris,2022,30947403.0,36097050.86
Vikram,2022,29837637.0,34802619.8
The Unbearable Weight of Massive Talent,2022,29116320.0,33961275.65
Tár,2022,29048571.0,33882253.21
Serial (Bad) Weddings 3,2022,27832384.0,32463692.7
The 355,2022,27827745.0,32458281.77
The Night Owl,2022,26719364.0,31165466.17
Triangle of Sadness,2022,26214659.0,30576778.26
Calendar Girls,2022,25433615.0,29665768.54
The Kashmir Files,2022,24821898.0,28952261.83
Hero,2022,24392492.0,28451402.67
The Last 10 Years,2022,23699624.0,27643241.43
The Confidence Man JP: Episode of the Hero,2022,23214581.0,27077487.28
The Witch: Part 2 - The Other One,2022,23068596.0,26907210.37
Decision to Leave,2022,22581906.0,26339535.16
6/45,2022,22263336.0,25967955.11
Doraemon the Movie: Nobita's Little Star Wars 2021,2022,22044058.0,25712189.25
See How They Run,2022,21966634.0,25621881.9
Ponniyin Selvan: Part I,2022,21888295.0,25530507.29
Monster,2022,21854690.0,25491310.42
Devotion,2022,21768133.0,25390350.33
Silent Parade,2022,21723595.0,25338401.21
Father Stu,2022,21592379.0,25185350.87
Turning Red,2022,21521622.0,25102819.9
Emergency Declaration,2022,21400327.0,24961341.41
The Amazing Maurice,2022,21121225.0,24635796.84
Crayon Shin-chan: Mononoke Ninja Chinpuden,2022,20617005.0,24047674.63
Three Thousand Years of Longing,2022,20282422.0,23657417.02
School of Magical Animals: Part 2,2022,19418247.0,22649443.3
After Ever Happy,2022,19238073.0,22439288.35
Simone: Woman of the Century,2022,19167164.0,22356580.09
Beast,2022,18911959.0,22058908.98
Broker,2022,18851416.0,21988291.62
Godfather,2022,18737287.0,21855171.56
Bhool Bhulaiyaa 2,2022,18307258.0,21353585.73
November,2022,18200422.0,21228972.22
Fragments of the Last Will,2022,17954691.0,20942351.58
The Quintessential Quintuplets Movie,2022,17506171.0,20419197.85
Fall,2022,17363261.0,20252507.63
Even If This Love Disappears from the World Tonight,2022,16848229.0,19651774.31
Wunderschön,2022,16719291.0,19501381.02
Father There Is Only One 3,2022,16401315.0,19130493.82
Dr. Coto's Clinic,2022,16062841.0,18735697.74
Radhe Shyam,2022,15954804.0,18609683.39
Blacklight,2022,15902207.0,18548334.24
Operation Mincemeat,2022,15710164.0,18324335.29
Maison de retraite,2022,15570823.0,18161807.95
"Utapri Movie 2, Uta No Prince-Sama Maji Love Starish Tours Movie",2022,15569229.0,18159948.71
Bheemla Nayak,2022,15243922.0,17780510.62
Bones and All,2022,15234907.0,17769995.52
Terrifier 2,2022,15065239.0,17572094.77
Firestarter,2022,15039250.0,17541781.2
The Wolf of Wall Street 2022 Re-release,2022,15038738.0,17541184.0
Bros,2022,14781867.0,17241569.67
Superwho?,2022,14770359.0,17228146.74
X,2022,14740889.0,17193772.93
The Chosen Season 3: Episode 1 & 2,2022,14679613.0,17122300.6
The Duke,2022,14233027.0,16601402.69
Sarkaru Vaari Paata,2022,14199018.0,16561734.6
She Said,2022,13944212.0,16264528.88
Bodies Bodies Bodies,2022,13929670.0,16247567.09
Memory,2022,13897255.0,16209758.23
The Legend of Maula Jatt,2022,13842815.0,16146259.42
Glass Onion,2022,13280000.0,15489792.0
Valimai,2022,13276393.0,15485584.8
Moonage Daydream,2022,13095781.0,15274918.96
Easter Sunday,2022,13074255.0,15249811.03
Living,2022,12377310.0,14436894.38
Guglhupfgeschwader,2022,12307072.0,14354968.78
Laal Singh Chaddha,2022,12093536.0,14105900.39
Alienoid,2022,12067556.0,14075597.32
That Time I Got Reincarnated as a Slime the Movie: Scarlet Bond,2022,11631738.0,13567259.2
Till,2022,11498884.0,13412298.3
Jug Jugg Jeeyo,2022,11467726.0,13375955.61
Empire of Light,2022,11395604.0,13291832.51
The Eight Mountains,2022,11374178.0,13266841.22
Bergen,2022,11325405.0,13209952.39
Rise,2022,11252331.0,13124718.88
Men,2022,11152071.0,13007775.61
Chickenhare and the Hamster of Darkness,2022,10885116.0,12696399.3
Warriors of Future,2022,10490328.0,12235918.58
Jurassic Park 2022 Re-release,2022,10380250.0,12107523.6
Land of Legends,2022,10357479.0,12080963.51
The Pirates: The Last Royal Treasure,2022,10258331.0,11965317.28
Vaillante,2022,10143170.0,11830993.49
Table for Six,2022,10138355.0,11825377.27
The Beasts,2022,10067896.0,11743193.89
Smack Dab Kakha,2022,9995945.0,11659270.25
F3: Fun and Frustration,2022,9849193.0,11488098.72
"Good Luck to You, Leo Grande",2022,9795364.0,11425312.57
Pearl,2022,9747742.0,11369766.27
Rheingold,2022,9698216.0,11311999.14
Spider-Man: No Way Home 2022 Re-release,2022,9613518.0,11213207.4
Redeeming Love,2022,9464198.0,11039040.55
Women Talking,2022,9275330.0,10818744.91
Sword Art Online the Movie: Progressive - Scherzo of Deep Night,2022,9071701.0,10581232.05
Samrat Prithviraj,2022,8568339.0,9994110.61
Aftersun,2022,8459155.0,9866758.39
Life Is Beautiful,2022,8458639.0,9866156.53
Yolki 9,2022,8385030.0,9780298.99
